Date,Open,High,Low,Close,Adj Close,Volume
2015-05-04,10.840000,10.840000,10.840000,10.840000,9.506666,0
2015-05-05,10.820000,10.820000,10.820000,10.820000,9.489126,0
2015-05-06,10.790000,10.790000,10.790000,10.790000,9.462815,0
2015-05-07,10.820000,10.820000,10.820000,10.820000,9.489126,0
2015-05-08,10.840000,10.840000,10.840000,10.840000,9.506666,0
2015-05-11,10.780000,10.780000,10.780000,10.780000,9.454044,0
2015-05-12,10.780000,10.780000,10.780000,10.780000,9.454044,0
2015-05-13,10.770000,10.770000,10.770000,10.770000,9.445274,0
2015-05-14,10.790000,10.790000,10.790000,10.790000,9.462815,0
2015-05-15,10.840000,10.840000,10.840000,10.840000,9.506666,0
2015-05-18,10.800000,10.800000,10.800000,10.800000,9.471587,0
2015-05-19,10.780000,10.780000,10.780000,10.780000,9.454044,0
2015-05-20,10.790000,10.790000,10.790000,10.790000,9.462815,0
2015-05-21,10.820000,10.820000,10.820000,10.820000,9.489126,0
2015-05-22,10.790000,10.790000,10.790000,10.790000,9.462815,0
2015-05-26,10.820000,10.820000,10.820000,10.820000,9.505865,0
2015-05-27,10.820000,10.820000,10.820000,10.820000,9.505865,0
2015-05-28,10.820000,10.820000,10.820000,10.820000,9.505865,0
2015-05-29,10.840000,10.840000,10.840000,10.840000,9.523436,0
2015-06-01,10.790000,10.790000,10.790000,10.790000,9.479507,0
2015-06-02,10.760000,10.760000,10.760000,10.760000,9.453150,0
2015-06-03,10.710000,10.710000,10.710000,10.710000,9.409222,0
2015-06-04,10.740000,10.740000,10.740000,10.740000,9.435579,0
2015-06-05,10.690000,10.690000,10.690000,10.690000,9.391656,0
2015-06-08,10.710000,10.710000,10.710000,10.710000,9.409222,0
2015-06-09,10.680000,10.680000,10.680000,10.680000,9.382871,0
2015-06-10,10.650000,10.650000,10.650000,10.650000,9.356511,0
2015-06-11,10.700000,10.700000,10.700000,10.700000,9.400438,0
2015-06-12,10.700000,10.700000,10.700000,10.700000,9.400438,0
2015-06-15,10.710000,10.710000,10.710000,10.710000,9.409222,0
2015-06-16,10.720000,10.720000,10.720000,10.720000,9.418008,0
2015-06-17,10.730000,10.730000,10.730000,10.730000,9.426791,0
2015-06-18,10.710000,10.710000,10.710000,10.710000,9.409222,0
2015-06-19,10.750000,10.750000,10.750000,10.750000,9.444366,0
2015-06-22,10.700000,10.700000,10.700000,10.700000,9.400438,0
2015-06-23,10.680000,10.680000,10.680000,10.680000,9.382871,0
2015-06-24,10.700000,10.700000,10.700000,10.700000,9.400438,0
2015-06-25,10.670000,10.670000,10.670000,10.670000,9.394275,0
2015-06-26,10.630000,10.630000,10.630000,10.630000,9.359061,0
2015-06-29,10.690000,10.690000,10.690000,10.690000,9.411887,0
2015-06-30,10.700000,10.700000,10.700000,10.700000,9.420688,0
2015-07-01,10.650000,10.650000,10.650000,10.650000,9.376667,0
2015-07-02,10.670000,10.670000,10.670000,10.670000,9.394275,0
2015-07-06,10.730000,10.730000,10.730000,10.730000,9.447097,0
2015-07-07,10.750000,10.750000,10.750000,10.750000,9.464711,0
2015-07-08,10.760000,10.760000,10.760000,10.760000,9.473514,0
2015-07-09,10.710000,10.710000,10.710000,10.710000,9.429491,0
2015-07-10,10.660000,10.660000,10.660000,10.660000,9.385469,0
2015-07-13,10.660000,10.660000,10.660000,10.660000,9.385469,0
2015-07-14,10.670000,10.670000,10.670000,10.670000,9.394275,0
2015-07-15,10.700000,10.700000,10.700000,10.700000,9.420688,0
2015-07-16,10.700000,10.700000,10.700000,10.700000,9.420688,0
2015-07-17,10.700000,10.700000,10.700000,10.700000,9.420688,0
2015-07-20,10.690000,10.690000,10.690000,10.690000,9.411887,0
2015-07-21,10.710000,10.710000,10.710000,10.710000,9.429491,0
2015-07-22,10.720000,10.720000,10.720000,10.720000,9.438296,0
2015-07-23,10.740000,10.740000,10.740000,10.740000,9.455905,0
2015-07-24,10.740000,10.740000,10.740000,10.740000,9.455905,0
2015-07-27,10.730000,10.730000,10.730000,10.730000,9.465610,0
2015-07-28,10.720000,10.720000,10.720000,10.720000,9.456786,0
2015-07-29,10.710000,10.710000,10.710000,10.710000,9.447963,0
2015-07-30,10.720000,10.720000,10.720000,10.720000,9.456786,0
2015-07-31,10.750000,10.750000,10.750000,10.750000,9.483252,0
2015-08-03,10.780000,10.780000,10.780000,10.780000,9.509717,0
2015-08-04,10.750000,10.750000,10.750000,10.750000,9.483252,0
2015-08-05,10.720000,10.720000,10.720000,10.720000,9.456786,0
2015-08-06,10.740000,10.740000,10.740000,10.740000,9.474432,0
2015-08-07,10.760000,10.760000,10.760000,10.760000,9.492073,0
2015-08-10,10.730000,10.730000,10.730000,10.730000,9.465610,0
2015-08-11,10.780000,10.780000,10.780000,10.780000,9.509717,0
2015-08-12,10.780000,10.780000,10.780000,10.780000,9.509717,0
2015-08-13,10.750000,10.750000,10.750000,10.750000,9.483252,0
2015-08-14,10.740000,10.740000,10.740000,10.740000,9.474432,0
2015-08-17,10.770000,10.770000,10.770000,10.770000,9.500896,0
2015-08-18,10.740000,10.740000,10.740000,10.740000,9.474432,0
2015-08-19,10.770000,10.770000,10.770000,10.770000,9.500896,0
2015-08-20,10.790000,10.790000,10.790000,10.790000,9.518540,0
2015-08-21,10.800000,10.800000,10.800000,10.800000,9.527359,0
2015-08-24,10.820000,10.820000,10.820000,10.820000,9.545009,0
2015-08-25,10.720000,10.720000,10.720000,10.720000,9.476057,0
2015-08-26,10.700000,10.700000,10.700000,10.700000,9.458380,0
2015-08-27,10.720000,10.720000,10.720000,10.720000,9.476057,0
2015-08-28,10.710000,10.710000,10.710000,10.710000,9.467219,0
